Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
Female,Loyal Customer,41,Business travel,Business,1276,2,2,2,2,3,4,5,4,4,4,4,5,4,4,0,0.0
Male,disloyal Customer,27,Business travel,Eco,913,2,2,2,3,4,2,4,4,4,2,3,1,4,4,33,15.0
Male,disloyal Customer,24,Business travel,Eco,787,1,1,1,4,2,1,2,2,2,1,4,5,1,2,30,16.0
Female,Loyal Customer,27,Business travel,Business,3665,4,4,4,4,4,4,4,4,2,1,5,5,4,4,13,23.0
Female,Loyal Customer,48,Business travel,Business,425,1,1,1,1,5,2,1,4,4,4,4,5,4,4,4,0.0
Male,Loyal Customer,57,Business travel,Business,2611,2,3,3,3,2,2,2,1,4,2,3,2,3,2,0,0.0
Male,Loyal Customer,55,Business travel,Business,449,3,3,3,3,2,4,4,5,5,5,5,3,5,4,109,106.0
Male,disloyal Customer,16,Business travel,Eco,200,3,0,2,4,1,2,1,1,5,1,2,1,2,1,0,0.0
Male,Loyal Customer,33,Personal Travel,Eco Plus,585,3,4,3,2,2,3,2,2,5,5,5,3,4,2,5,5.0
Female,Loyal Customer,60,Business travel,Business,2777,4,4,4,4,3,5,5,3,3,4,3,5,3,5,0,0.0
Male,Loyal Customer,44,Business travel,Eco,290,4,5,5,5,4,4,4,4,3,3,1,3,3,4,0,0.0
Female,Loyal Customer,29,Business travel,Business,2972,4,4,4,4,4,4,4,4,2,5,1,2,5,4,0,0.0
Male,Loyal Customer,28,Business travel,Business,2787,2,4,2,2,5,5,5,5,2,4,5,5,4,5,130,145.0
Female,disloyal Customer,34,Business travel,Eco,302,1,2,1,4,1,1,1,1,1,1,3,2,4,1,0,0.0
Male,Loyal Customer,41,Business travel,Business,3858,2,2,2,2,3,4,5,4,4,4,4,4,4,5,52,28.0
Male,Loyal Customer,46,Business travel,Business,308,3,3,3,3,3,5,5,4,4,4,4,4,4,5,4,0.0
Female,Loyal Customer,45,Business travel,Business,2627,1,1,1,1,5,4,4,4,4,4,4,4,4,3,0,3.0
Female,Loyal Customer,18,Personal Travel,Eco,189,3,1,0,3,1,0,1,1,3,4,2,3,3,1,15,8.0
Female,Loyal Customer,46,Business travel,Business,1745,3,3,3,3,2,5,4,5,5,5,5,4,5,5,0,0.0
Male,Loyal Customer,10,Personal Travel,Eco,100,2,1,0,3,5,0,5,5,4,4,4,1,3,5,0,0.0
Female,Loyal Customer,58,Personal Travel,Eco,431,5,5,5,3,3,5,4,2,2,5,2,4,2,5,0,0.0
Male,Loyal Customer,37,Business travel,Business,328,2,2,2,2,2,4,3,2,2,2,2,1,2,4,19,22.0
Female,Loyal Customer,24,Personal Travel,Eco,761,1,4,1,4,1,1,1,1,3,3,3,2,4,1,0,0.0
Female,Loyal Customer,44,Personal Travel,Eco,680,1,5,1,1,4,5,5,3,3,1,3,4,3,3,6,0.0
Male,Loyal Customer,12,Personal Travel,Eco,1055,1,5,1,5,1,2,2,4,5,5,5,2,3,2,259,232.0
Male,Loyal Customer,55,Business travel,Business,247,1,1,1,1,3,4,5,5,5,5,5,3,5,5,0,0.0
Male,Loyal Customer,46,Personal Travel,Eco,2296,4,5,4,3,5,4,5,5,3,4,5,5,4,5,5,0.0
Male,Loyal Customer,30,Business travel,Business,1838,1,4,1,1,5,5,5,5,5,5,4,4,4,5,15,23.0
Female,Loyal Customer,47,Business travel,Business,188,1,1,1,1,5,1,3,4,4,4,5,1,4,1,0,0.0
Female,Loyal Customer,34,Personal Travel,Eco Plus,867,4,5,5,4,1,5,1,1,5,3,4,2,1,1,29,33.0
Male,Loyal Customer,27,Business travel,Eco,74,3,3,4,4,3,2,3,3,3,4,4,2,4,3,60,56.0
Female,Loyal Customer,45,Business travel,Business,1222,4,4,4,4,3,5,5,5,5,5,5,4,5,2,0,0.0
Male,Loyal Customer,39,Business travel,Business,446,5,5,5,5,5,5,4,4,4,4,4,3,4,3,0,0.0
Male,Loyal Customer,22,Personal Travel,Eco,689,2,4,2,2,2,2,2,2,5,2,5,3,4,2,0,10.0
Female,Loyal Customer,23,Personal Travel,Eco,143,4,2,4,3,1,4,5,1,2,4,2,2,2,1,0,0.0
Male,Loyal Customer,64,Business travel,Business,3949,5,5,5,5,3,4,1,4,4,4,4,2,4,1,0,0.0
Female,disloyal Customer,23,Business travel,Eco,426,2,0,3,1,4,3,4,4,5,4,4,3,4,4,14,8.0
Male,disloyal Customer,49,Business travel,Business,222,1,1,1,3,5,1,5,5,5,4,5,5,4,5,0,0.0
Female,Loyal Customer,73,Business travel,Business,134,3,3,3,3,2,4,4,2,2,2,3,4,2,3,0,0.0
Female,disloyal Customer,15,Business travel,Business,1265,4,0,3,3,3,3,3,3,5,2,4,5,4,3,1,0.0
Female,Loyal Customer,57,Personal Travel,Eco Plus,1546,2,5,2,2,5,4,5,3,3,2,3,4,3,4,0,0.0
Female,Loyal Customer,27,Personal Travel,Business,1426,3,4,3,2,1,3,1,1,2,3,3,3,2,1,12,21.0
Female,Loyal Customer,44,Business travel,Business,120,0,3,0,2,4,1,3,4,4,4,4,5,4,3,0,0.0
Female,Loyal Customer,42,Business travel,Business,1535,3,3,3,3,4,5,5,4,4,4,4,4,4,4,6,0.0
Female,Loyal Customer,45,Business travel,Business,2709,0,0,0,4,5,5,5,1,1,1,1,3,1,5,20,16.0
Female,Loyal Customer,50,Business travel,Business,321,3,3,5,3,2,5,5,5,5,5,5,4,5,5,66,53.0
Female,Loyal Customer,44,Business travel,Business,472,3,3,3,3,2,4,5,5,5,5,5,5,5,3,10,0.0
Female,Loyal Customer,60,Business travel,Business,570,5,2,5,5,4,5,5,4,4,4,4,3,4,3,0,0.0
Male,Loyal Customer,45,Business travel,Eco,679,2,3,3,3,2,2,2,2,3,5,3,4,4,2,68,60.0
Male,Loyal Customer,38,Business travel,Eco,328,4,4,4,4,4,4,4,4,2,1,3,2,3,4,53,63.0
Male,Loyal Customer,37,Business travel,Business,1069,5,5,5,5,5,5,5,4,4,4,4,4,4,3,0,0.0
Male,Loyal Customer,51,Personal Travel,Eco,475,4,2,4,3,3,4,3,3,2,4,3,1,4,3,3,22.0
Female,Loyal Customer,40,Business travel,Business,912,5,5,5,5,4,4,5,5,5,5,5,3,5,4,0,0.0
Female,Loyal Customer,25,Personal Travel,Eco,414,1,4,1,4,5,1,5,5,1,1,1,3,4,5,52,49.0
Female,Loyal Customer,57,Business travel,Eco,801,4,1,1,1,2,2,3,4,4,4,4,1,4,2,11,2.0
Female,Loyal Customer,51,Business travel,Business,2967,5,5,5,5,1,5,5,3,3,3,3,2,3,3,0,0.0
Male,Loyal Customer,26,Personal Travel,Eco,214,3,0,3,3,5,3,5,5,4,4,1,3,3,5,0,5.0
Female,Loyal Customer,52,Business travel,Business,2381,3,3,3,3,4,2,1,5,5,5,3,1,5,1,0,0.0
Female,Loyal Customer,56,Business travel,Business,2296,5,5,4,5,3,4,5,5,5,5,5,3,5,3,0,0.0
Female,Loyal Customer,41,Business travel,Business,1067,4,4,2,4,3,4,4,2,2,2,2,3,2,4,12,19.0
Male,Loyal Customer,44,Business travel,Business,3322,4,4,4,4,2,4,4,3,3,3,3,5,3,5,7,0.0
Male,Loyal Customer,54,Business travel,Eco,223,3,2,4,2,3,3,3,3,2,2,3,3,4,3,0,0.0
Female,Loyal Customer,56,Personal Travel,Eco Plus,295,2,5,2,2,3,4,4,2,2,2,2,4,2,4,0,0.0
Male,Loyal Customer,39,Business travel,Business,258,3,3,3,3,4,4,5,5,5,5,5,4,5,5,52,48.0
Female,Loyal Customer,51,Business travel,Business,472,1,1,1,1,4,4,5,5,5,5,5,3,5,3,0,3.0
Female,Loyal Customer,46,Personal Travel,Eco,607,1,4,0,3,4,5,5,1,1,0,1,3,1,3,79,82.0
Male,Loyal Customer,64,Personal Travel,Eco,1390,4,4,4,5,3,4,3,3,4,5,4,5,5,3,28,28.0
Male,disloyal Customer,30,Business travel,Business,926,2,2,2,3,4,2,2,4,2,3,3,2,4,4,0,0.0
Male,Loyal Customer,46,Business travel,Business,1727,2,2,2,2,5,5,5,4,4,4,4,4,4,3,0,0.0
Female,Loyal Customer,19,Business travel,Business,1632,3,3,3,3,4,4,4,4,1,1,4,3,4,4,1,0.0
Male,Loyal Customer,47,Business travel,Business,1411,4,4,4,4,4,5,4,5,5,5,5,4,5,4,11,5.0
Female,Loyal Customer,40,Business travel,Business,534,4,4,3,4,3,3,2,4,4,4,4,1,4,1,0,0.0
Female,disloyal Customer,24,Business travel,Eco,762,1,1,1,3,3,1,3,3,2,5,4,2,3,3,0,0.0
Female,Loyal Customer,35,Personal Travel,Eco,222,2,4,2,2,2,2,3,2,1,1,3,1,3,2,0,0.0
Male,Loyal Customer,32,Business travel,Eco,2541,5,5,5,5,5,5,5,5,4,1,4,3,4,5,30,17.0
Male,Loyal Customer,49,Business travel,Business,1167,2,4,5,5,3,1,2,2,2,2,2,3,2,3,9,9.0
Female,Loyal Customer,46,Business travel,Business,679,5,5,2,5,4,5,5,4,4,4,4,3,4,3,15,16.0
Female,Loyal Customer,55,Personal Travel,Eco,488,1,5,1,3,5,5,4,2,2,1,1,4,2,4,0,0.0
Male,Loyal Customer,44,Business travel,Business,2442,1,1,1,1,4,4,5,4,4,4,4,4,4,5,25,11.0
Male,Loyal Customer,30,Business travel,Business,2236,1,1,3,1,4,4,4,4,3,2,4,4,5,4,29,31.0
Male,Loyal Customer,53,Business travel,Business,3636,2,2,2,2,3,5,5,5,5,4,5,4,5,3,44,43.0
Male,Loyal Customer,45,Business travel,Business,3124,2,2,2,2,5,5,5,4,3,5,4,5,5,5,139,134.0
Male,Loyal Customer,10,Personal Travel,Eco,1120,3,5,2,2,3,2,3,3,5,3,5,4,5,3,105,111.0
Female,Loyal Customer,7,Personal Travel,Eco Plus,358,2,4,2,2,3,2,3,3,4,5,4,4,4,3,0,0.0
Female,Loyal Customer,44,Personal Travel,Eco,1448,4,1,4,2,4,1,1,5,5,4,5,4,5,2,0,12.0
Male,Loyal Customer,58,Business travel,Business,2153,2,1,4,4,4,2,4,2,2,2,2,4,2,2,2,15.0
Female,Loyal Customer,7,Personal Travel,Eco,257,3,3,3,3,3,3,1,3,1,5,2,4,2,3,0,0.0
Male,Loyal Customer,11,Business travel,Eco Plus,1754,4,1,1,1,4,3,2,4,1,2,2,4,4,4,10,0.0
Female,Loyal Customer,57,Personal Travel,Eco,190,3,4,0,1,3,4,5,4,4,0,4,5,4,4,0,0.0
Male,Loyal Customer,46,Business travel,Business,2583,1,1,1,1,4,5,5,4,4,4,4,5,4,3,0,0.0
Female,Loyal Customer,22,Personal Travel,Eco,989,2,3,2,4,2,2,2,2,4,5,4,2,4,2,0,0.0
Female,disloyal Customer,35,Business travel,Business,488,3,3,3,4,2,3,2,2,5,2,5,4,5,2,0,0.0
Male,Loyal Customer,29,Business travel,Business,2510,2,5,5,5,2,1,2,2,4,2,4,3,3,2,48,34.0
Female,Loyal Customer,22,Personal Travel,Eco Plus,414,3,3,3,1,5,3,5,5,4,4,1,5,3,5,27,20.0
Female,Loyal Customer,26,Business travel,Eco,605,0,5,0,3,2,0,1,2,4,2,5,3,3,2,0,0.0
Male,Loyal Customer,48,Business travel,Eco,1587,3,3,3,3,3,3,3,3,2,1,3,3,4,3,21,11.0
Female,disloyal Customer,20,Business travel,Eco,532,2,1,2,3,5,2,5,5,4,5,4,2,3,5,0,9.0
Female,Loyal Customer,48,Business travel,Business,1902,3,3,3,3,5,5,5,5,5,5,5,4,5,5,16,0.0
Female,Loyal Customer,38,Business travel,Business,2767,1,0,0,3,2,3,3,1,1,0,1,3,1,1,0,0.0
Male,disloyal Customer,40,Business travel,Eco,101,3,0,3,2,1,3,1,1,5,2,1,3,5,1,0,0.0
Male,Loyal Customer,60,Business travel,Eco Plus,238,2,1,1,1,2,2,2,2,3,5,2,3,3,2,13,
Male,disloyal Customer,26,Business travel,Eco,550,1,2,0,1,1,0,1,1,4,1,1,4,2,1,46,37.0
Male,Loyal Customer,39,Business travel,Business,760,4,5,4,5,3,2,3,4,4,4,4,4,4,1,0,0.0
Male,Loyal Customer,42,Personal Travel,Eco,432,3,3,3,1,3,3,3,3,2,2,5,4,3,3,17,19.0
Male,Loyal Customer,59,Personal Travel,Eco,925,1,4,1,5,2,1,2,2,3,2,5,3,4,2,12,6.0
Female,disloyal Customer,18,Business travel,Business,1261,5,0,5,1,5,2,2,3,2,3,4,2,5,2,18,39.0
Male,Loyal Customer,27,Business travel,Business,1721,5,5,5,5,5,5,5,5,3,2,4,2,2,5,0,0.0
Female,Loyal Customer,34,Personal Travel,Eco,1844,3,4,3,2,1,3,1,1,4,2,4,4,5,1,0,0.0
Female,Loyal Customer,30,Business travel,Business,251,1,1,1,1,5,5,5,5,5,5,4,3,4,5,3,8.0
Male,Loyal Customer,43,Business travel,Business,2833,3,3,3,3,3,4,4,5,5,5,5,5,5,4,3,0.0
Female,Loyal Customer,45,Business travel,Business,2398,4,4,4,4,5,5,4,4,4,4,4,3,4,3,0,2.0
Female,Loyal Customer,42,Personal Travel,Eco Plus,1488,1,3,1,3,3,4,1,5,5,1,5,2,5,4,10,10.0
Female,Loyal Customer,41,Business travel,Business,3195,4,4,4,4,5,5,4,2,2,2,2,5,2,4,0,0.0
Male,disloyal Customer,24,Business travel,Eco,1416,5,5,5,4,1,5,1,1,3,4,5,5,5,1,0,0.0
Male,Loyal Customer,27,Business travel,Eco Plus,738,4,1,1,1,4,4,4,4,4,3,2,4,4,4,96,90.0
Female,Loyal Customer,12,Personal Travel,Eco,436,3,5,3,4,3,3,3,3,1,3,2,5,2,3,0,0.0
Female,disloyal Customer,36,Business travel,Business,247,3,3,3,3,2,3,5,2,3,1,2,4,2,2,0,0.0
Male,Loyal Customer,30,Personal Travel,Eco,2586,3,3,3,2,3,2,2,5,5,4,1,2,3,2,13,16.0
Male,Loyal Customer,32,Personal Travel,Eco Plus,578,2,1,3,3,3,3,3,3,3,1,4,1,3,3,39,36.0
Female,Loyal Customer,63,Personal Travel,Eco,337,2,2,2,4,4,3,3,4,4,2,4,4,4,1,0,0.0
Male,Loyal Customer,59,Business travel,Business,954,4,4,4,4,2,4,4,4,4,4,4,3,4,5,52,59.0
Male,Loyal Customer,52,Business travel,Business,937,5,5,5,5,5,4,5,4,4,4,4,5,4,3,6,0.0
Female,Loyal Customer,56,Business travel,Business,907,2,2,2,2,5,4,5,4,4,4,4,5,4,5,28,15.0
Male,Loyal Customer,34,Business travel,Business,1525,5,5,5,5,4,3,2,5,5,5,5,2,5,2,0,0.0
Male,disloyal Customer,26,Business travel,Eco,650,2,3,2,3,5,2,5,5,2,4,4,1,3,5,0,0.0
Female,Loyal Customer,54,Business travel,Business,3314,1,1,1,1,3,3,4,1,1,1,1,2,1,4,87,92.0
Male,Loyal Customer,55,Business travel,Business,2133,2,2,5,2,5,3,4,2,2,2,2,3,2,3,43,44.0
Female,Loyal Customer,39,Business travel,Eco,444,3,2,2,2,3,3,3,3,1,4,4,2,3,3,0,0.0
Female,Loyal Customer,51,Business travel,Business,3590,4,4,4,4,2,5,4,5,5,5,5,3,5,5,4,0.0
Male,disloyal Customer,25,Business travel,Eco,337,1,1,1,2,5,1,5,5,2,5,2,1,2,5,15,26.0
Male,Loyal Customer,40,Business travel,Business,1379,3,3,3,3,2,5,4,3,3,3,3,3,3,5,4,0.0
Male,Loyal Customer,56,Personal Travel,Eco,733,2,1,1,4,2,1,3,2,4,4,4,4,3,2,0,3.0
Male,Loyal Customer,26,Business travel,Eco Plus,594,1,2,2,2,1,1,2,1,1,3,3,4,4,1,0,0.0
Female,disloyal Customer,25,Business travel,Business,956,2,0,2,2,1,2,5,1,4,4,5,4,5,1,0,0.0
Female,Loyal Customer,48,Business travel,Eco,612,4,2,2,2,5,3,2,4,4,4,4,5,4,5,5,0.0
Male,disloyal Customer,37,Business travel,Eco,377,2,2,2,3,4,2,4,4,4,5,4,3,4,4,63,61.0
Male,Loyal Customer,52,Business travel,Business,718,3,5,5,5,3,3,3,3,5,4,4,3,2,3,132,117.0
Male,Loyal Customer,39,Business travel,Business,309,2,4,4,4,2,3,3,2,2,2,2,4,2,2,0,0.0
Male,Loyal Customer,50,Business travel,Business,1784,1,1,1,1,3,4,4,4,4,5,4,3,4,5,0,0.0
Female,Loyal Customer,58,Business travel,Business,2248,3,3,3,3,4,4,4,2,2,2,2,5,2,4,0,0.0
Female,Loyal Customer,23,Personal Travel,Eco Plus,679,1,5,1,2,5,1,5,5,4,3,4,5,5,5,0,0.0
Male,Loyal Customer,27,Business travel,Business,2381,1,4,4,4,1,1,1,1,1,2,4,1,4,1,4,0.0
Female,Loyal Customer,55,Business travel,Business,1861,4,4,4,4,2,5,5,4,4,4,4,4,4,5,0,3.0
Male,Loyal Customer,31,Business travel,Business,1753,1,1,1,1,4,4,4,4,5,2,5,3,5,4,0,0.0
Female,Loyal Customer,30,Business travel,Business,3024,4,2,2,2,4,4,4,4,4,2,4,4,3,4,69,60.0
Female,Loyal Customer,26,Personal Travel,Eco,2026,3,4,3,5,2,3,4,2,4,4,4,5,4,2,5,0.0
Male,Loyal Customer,52,Personal Travel,Eco,632,2,5,2,2,5,2,5,5,3,2,5,5,5,5,5,0.0
Male,Loyal Customer,23,Personal Travel,Eco,158,1,5,1,3,4,1,4,4,3,2,2,3,1,4,0,0.0
Female,Loyal Customer,15,Personal Travel,Eco,2153,1,4,1,1,3,1,1,3,5,2,4,4,5,3,38,2.0
Male,Loyal Customer,23,Business travel,Business,1819,3,2,2,2,3,3,3,3,1,4,4,4,4,3,19,19.0
Female,disloyal Customer,43,Business travel,Eco,719,3,4,4,4,4,4,4,4,1,1,4,3,3,4,0,25.0
Male,Loyal Customer,62,Personal Travel,Eco,163,1,3,1,4,2,1,2,2,2,2,3,4,3,2,0,0.0
Male,Loyal Customer,46,Business travel,Eco,295,4,5,5,5,3,4,3,3,3,3,5,1,3,3,0,0.0
Male,Loyal Customer,11,Personal Travel,Eco,526,3,4,3,2,4,3,4,4,5,2,5,3,5,4,0,10.0
Female,Loyal Customer,49,Business travel,Business,293,4,4,5,4,4,4,5,5,5,5,5,5,5,5,2,0.0
Male,Loyal Customer,30,Personal Travel,Eco Plus,320,1,5,1,1,2,1,2,2,1,4,4,1,1,2,0,9.0
Female,Loyal Customer,56,Business travel,Business,227,4,4,4,4,2,5,5,3,3,4,3,5,3,3,2,1.0
Male,Loyal Customer,49,Business travel,Business,3697,3,3,3,3,2,4,5,4,4,4,4,3,4,4,51,14.0
Female,Loyal Customer,51,Business travel,Business,1136,2,2,2,2,3,5,4,5,5,5,5,4,5,3,2,0.0
Female,Loyal Customer,56,Business travel,Eco,546,2,2,2,2,4,4,3,2,2,2,2,2,2,2,12,11.0
Male,Loyal Customer,53,Business travel,Business,2434,1,1,1,1,3,3,3,4,4,4,5,3,3,3,0,0.0
Male,Loyal Customer,47,Personal Travel,Eco,1426,3,3,3,2,2,3,2,2,1,3,3,3,2,2,0,0.0
Male,disloyal Customer,23,Business travel,Eco,641,4,3,4,3,4,4,4,4,4,1,3,3,3,4,0,0.0
Male,Loyal Customer,33,Business travel,Business,3155,3,3,3,3,3,3,3,3,3,4,3,1,4,3,81,82.0
Male,Loyal Customer,29,Personal Travel,Eco,1029,1,4,1,5,3,1,3,3,5,2,4,5,5,3,0,0.0
Female,Loyal Customer,25,Business travel,Eco,366,4,2,2,2,4,4,3,4,4,5,4,4,2,4,15,4.0
Female,Loyal Customer,22,Business travel,Business,3580,3,3,3,3,3,3,3,3,1,4,3,2,5,3,0,0.0
Male,Loyal Customer,48,Business travel,Business,1847,4,4,4,4,4,5,4,4,4,4,4,5,4,5,4,0.0
Female,disloyal Customer,25,Business travel,Eco,1101,2,2,2,3,2,5,5,3,1,4,4,5,1,5,0,0.0
Female,Loyal Customer,54,Business travel,Business,3516,5,5,3,5,3,5,5,5,5,5,5,5,5,3,106,104.0
Male,disloyal Customer,40,Business travel,Business,447,4,3,3,3,2,3,2,2,4,2,4,5,4,2,11,0.0
Male,Loyal Customer,35,Business travel,Business,1709,1,1,5,1,2,3,4,5,5,5,5,4,5,4,0,7.0
Female,disloyal Customer,37,Business travel,Eco,483,3,4,3,4,5,3,5,5,5,1,4,2,2,5,5,2.0
Female,Loyal Customer,53,Business travel,Business,2079,1,1,1,1,4,4,4,5,4,4,4,4,4,4,185,204.0
Male,Loyal Customer,48,Business travel,Business,2349,5,5,5,5,5,5,5,5,5,5,5,3,5,3,0,0.0
Female,Loyal Customer,38,Personal Travel,Eco,378,5,4,5,3,2,5,2,2,1,1,4,3,3,2,6,0.0
Male,Loyal Customer,60,Business travel,Business,765,4,4,4,4,4,4,4,4,4,4,4,2,4,4,0,0.0
Female,Loyal Customer,54,Business travel,Business,423,2,2,2,2,5,5,5,5,5,5,5,4,5,4,9,0.0
Male,Loyal Customer,34,Personal Travel,Eco Plus,413,3,5,3,5,2,3,1,2,4,2,4,4,4,2,0,0.0
Male,Loyal Customer,60,Personal Travel,Business,925,4,3,4,1,2,3,4,4,4,4,4,1,4,4,80,69.0
Male,Loyal Customer,30,Business travel,Eco,164,3,3,3,3,3,4,3,3,1,5,3,3,1,3,0,0.0
Female,Loyal Customer,31,Business travel,Business,2324,1,1,1,1,3,3,3,3,4,3,4,4,5,3,4,0.0
Female,Loyal Customer,31,Business travel,Eco Plus,1189,5,3,2,3,5,5,5,5,2,1,1,3,1,5,0,0.0
Female,Loyal Customer,59,Business travel,Business,1846,1,1,1,1,5,3,4,4,4,4,4,4,4,4,3,0.0
Female,Loyal Customer,42,Business travel,Eco,184,2,1,1,1,5,2,4,2,2,2,2,3,2,1,0,0.0
Male,disloyal Customer,21,Business travel,Eco,978,3,3,3,4,4,3,4,4,3,5,3,2,3,4,6,0.0
Male,Loyal Customer,55,Business travel,Business,2288,4,4,4,4,5,3,4,5,5,5,5,4,5,3,9,0.0
Female,Loyal Customer,63,Business travel,Eco,954,3,4,4,4,1,4,3,3,3,3,3,2,3,2,0,0.0
Female,Loyal Customer,26,Business travel,Business,1720,2,2,2,2,2,2,2,2,5,3,4,3,5,2,34,38.0
Male,Loyal Customer,49,Personal Travel,Eco,259,3,4,3,5,5,3,5,5,2,5,5,1,5,5,3,12.0
Female,Loyal Customer,14,Personal Travel,Eco Plus,1186,3,4,3,1,3,3,3,3,5,3,3,4,5,3,7,0.0
Male,Loyal Customer,55,Business travel,Business,130,1,1,1,1,3,4,4,4,4,4,4,4,4,3,0,0.0
Male,Loyal Customer,43,Business travel,Business,1514,4,2,2,2,4,3,3,4,4,4,4,3,4,1,51,49.0
Female,disloyal Customer,36,Business travel,Business,1846,4,4,4,3,4,4,4,4,5,4,3,3,4,4,11,4.0
Female,Loyal Customer,48,Business travel,Business,912,4,4,4,4,5,5,5,4,4,4,4,3,4,5,0,2.0
Male,Loyal Customer,33,Business travel,Business,484,4,4,4,4,4,4,4,4,3,5,5,4,5,4,2,0.0
Male,Loyal Customer,39,Business travel,Eco,175,1,3,3,3,1,1,1,1,3,1,2,1,2,1,0,0.0
Female,Loyal Customer,62,Personal Travel,Eco,483,3,4,3,3,4,2,3,3,3,3,3,2,3,1,0,13.0
Female,Loyal Customer,44,Business travel,Eco Plus,628,5,2,5,5,3,5,1,5,5,5,5,1,5,5,81,86.0
Male,Loyal Customer,41,Business travel,Business,1949,1,1,1,1,3,4,4,5,5,5,5,3,5,3,0,0.0
Female,Loyal Customer,40,Personal Travel,Eco,882,2,2,1,4,2,1,2,2,4,2,3,2,3,2,0,0.0
Female,Loyal Customer,12,Business travel,Business,2717,3,4,4,4,3,3,3,3,4,4,3,4,3,3,26,19.0
Female,Loyal Customer,33,Business travel,Eco,192,1,5,3,5,1,1,1,1,3,5,3,3,3,1,0,0.0
Female,Loyal Customer,48,Business travel,Business,2897,4,4,4,4,5,5,4,4,4,4,4,4,4,3,7,26.0
Male,Loyal Customer,37,Business travel,Business,3461,2,5,5,5,4,4,3,2,2,2,2,2,2,4,68,61.0
Female,Loyal Customer,36,Personal Travel,Eco,725,1,1,1,3,5,1,4,5,2,2,4,3,4,5,30,4.0
Female,Loyal Customer,23,Business travel,Eco Plus,463,5,1,1,1,5,5,3,5,1,3,2,1,1,5,0,0.0
Male,disloyal Customer,25,Business travel,Business,386,4,4,4,5,2,4,3,2,4,2,4,3,5,2,94,94.0
Female,disloyal Customer,18,Business travel,Eco Plus,930,2,3,3,4,4,3,4,4,4,2,4,3,4,4,86,62.0
Female,Loyal Customer,50,Personal Travel,Eco,728,1,4,2,2,4,4,5,1,1,2,1,3,1,1,0,0.0
Female,Loyal Customer,50,Business travel,Eco,125,4,3,1,3,2,4,3,3,3,4,3,1,3,4,0,0.0
Female,disloyal Customer,46,Business travel,Business,1348,3,3,3,5,4,3,4,4,4,4,3,3,4,4,0,0.0
Female,Loyal Customer,23,Business travel,Eco,1533,3,2,2,2,3,4,2,3,2,1,3,3,3,3,0,2.0
Female,disloyal Customer,22,Business travel,Eco,1024,2,2,2,2,2,2,2,2,1,1,3,1,2,2,0,0.0
Male,disloyal Customer,36,Business travel,Eco,605,2,2,1,3,5,1,5,5,4,5,3,2,4,5,8,5.0
Female,disloyal Customer,35,Business travel,Eco,1166,3,3,3,4,5,3,1,5,4,1,3,3,3,5,17,6.0
Female,Loyal Customer,34,Business travel,Business,1440,1,1,1,1,3,4,3,1,1,1,1,4,1,4,3,0.0
Female,disloyal Customer,34,Business travel,Eco,751,3,3,3,2,5,3,5,5,3,1,5,1,3,5,0,2.0
Male,Loyal Customer,59,Business travel,Business,3097,2,2,2,2,3,5,5,4,4,4,4,4,4,4,0,0.0
Female,Loyal Customer,47,Business travel,Business,202,0,5,0,3,4,3,1,4,4,4,4,3,4,2,23,26.0
Female,Loyal Customer,49,Business travel,Business,270,2,4,3,4,2,4,4,2,2,2,2,3,2,3,8,0.0
Male,Loyal Customer,21,Personal Travel,Eco,323,3,4,2,3,1,2,4,1,2,3,4,1,4,1,0,28.0
Male,disloyal Customer,25,Business travel,Eco,604,3,4,2,2,1,2,1,1,4,1,1,5,4,1,97,92.0
Male,Loyal Customer,35,Business travel,Business,2148,5,5,5,5,5,4,4,5,5,5,5,5,5,3,16,5.0
Male,disloyal Customer,27,Business travel,Business,1121,4,4,4,3,2,4,2,2,3,2,4,2,4,2,31,14.0
Female,disloyal Customer,25,Business travel,Eco Plus,672,1,4,1,4,4,1,4,4,2,3,3,4,4,4,0,11.0
Female,Loyal Customer,18,Personal Travel,Eco,647,1,4,1,1,1,1,1,1,2,5,5,1,5,1,0,0.0
Female,Loyal Customer,39,Personal Travel,Eco,862,5,4,5,3,3,5,5,3,2,3,4,2,4,3,3,0.0
Female,Loyal Customer,35,Business travel,Business,2275,0,4,0,1,4,2,2,4,4,4,4,3,4,1,0,0.0
Female,Loyal Customer,66,Personal Travel,Eco,762,3,3,3,3,2,4,3,3,3,3,3,3,3,2,0,0.0
Male,Loyal Customer,23,Business travel,Business,2767,5,5,2,5,5,5,5,5,5,4,4,5,5,5,0,0.0
Male,Loyal Customer,43,Business travel,Business,2116,1,1,1,1,2,4,5,5,5,5,5,4,5,1,0,0.0
Female,Loyal Customer,36,Personal Travel,Business,989,2,5,2,3,2,4,4,3,3,2,3,3,3,5,26,23.0
Male,Loyal Customer,24,Business travel,Eco,484,1,5,5,5,1,1,2,1,1,4,4,2,4,1,0,0.0
Male,Loyal Customer,54,Personal Travel,Eco,894,0,5,1,1,5,1,5,5,4,4,4,5,4,5,0,0.0
